Pokemon_1 ,Type_1,Hp_1,Attack_1,Defense_1,Speed_1,Total_Points_1,Pokemon_2 ,Type_2,Hp_2,Attack_2,Defense_2,Speed_2,Total_Points_2,Winner
Zweilous,Dark,72,85,70,58,285,Rookidee,Flying,38,47,35,57,92,1
Hydreigon,Dark,92,105,90,98,385,Tornadus Incarnate Forme,Flying,79,115,70,111,270,1
Larvesta,Bug,55,85,55,60,255,Tornadus Therian Forme,Flying,79,100,80,121,337.5,2
Volcarona,Bug,85,60,65,100,310,Corviknight,Flying,98,87,105,67,342,2
Cobalion,Steel,91,90,129,108,418,Corvisquire,Flying,68,67,55,77,177,1
Terrakion,Rock,91,129,90,108,418,Cramorant,Flying,70,85,55,85,37,1
Virizion,Grass,91,90,72,108,361,Noibat,Flying,40,30,35,55,137.5,1
Tornadus Incarnate Forme,Flying,79,115,70,111,375,Noivern,Flying,85,70,80,123,243,1
Tornadus Therian Forme,Flying,79,100,80,121,380,Rookidee,Flying,38,47,35,57,77,1
Thundurus Incarnate Forme,Electric,79,115,70,111,375,Tornadus Incarnate Forme,Flying,79,115,70,111,145,1
Thundurus Therian Forme,Electric,79,105,70,101,355,Tornadus Therian Forme,Flying,79,100,80,121,170,1
Reshiram,Dragon,100,120,100,90,410,Corviknight,Flying,98,87,105,67,297,1
Zekrom,Dragon,100,150,120,90,460,Corvisquire,Flying,68,67,55,77,117,1
Landorus Incarnate Forme,Ground,89,125,90,101,405,Cramorant,Flying,70,85,55,85,295,1
Landorus Therian Forme,Ground,89,145,90,91,415,Noibat,Flying,40,30,35,55,160,1
Kyurem,Dragon,125,130,90,95,440,Noivern,Flying,85,70,80,123,98,1
Black Kyurem,Dragon,125,170,100,95,490,Rookidee,Flying,38,47,35,57,7,1
White Kyurem,Dragon,125,120,90,95,430,Tornadus Incarnate Forme,Flying,79,115,70,111,255,1
Keldeo Ordinary Forme,Water,91,72,90,108,361,Tornadus Therian Forme,Flying,79,100,80,121,308,1
Keldeo Resolute Forme,Water,91,72,90,108,361,Corviknight,Flying,98,87,105,67,285,1
Meloetta Aria Forme,Normal,100,77,77,90,344,Corvisquire,Flying,68,67,55,77,190,1
Meloetta Pirouette Forme,Normal,100,128,90,128,446,Cramorant,Flying,70,85,55,85,167,1
Genesect,Bug,71,120,95,99,385,Noibat,Flying,40,30,35,55,100,1
Chespin,Grass,56,61,65,38,220,Noivern,Flying,85,70,80,123,342.75,2
Quilladin,Grass,61,78,95,57,291,Rookidee,Flying,38,47,35,57,138,1
Chesnaught,Grass,88,107,122,64,381,Tornadus Incarnate Forme,Flying,79,115,70,111,321.5,1
Fennekin,Fire,40,45,40,60,185,Tornadus Therian Forme,Flying,79,100,80,121,335,2
Braixen,Fire,59,59,58,73,249,Corviknight,Flying,98,87,105,67,239,1
Delphox,Fire,75,69,72,104,320,Corvisquire,Flying,68,67,55,77,198,1
Froakie,Water,41,56,40,71,208,Cramorant,Flying,70,85,55,85,267,2
Frogadier,Water,54,63,52,97,266,Noibat,Flying,40,30,35,55,128.5,1
Greninja,Water,72,95,67,122,356,Noivern,Flying,85,70,80,123,310.5,1
Ash-Greninja,Water,72,145,67,132,416,Rookidee,Flying,38,47,35,57,32,1
Bunnelby,Normal,38,36,38,57,169,Tornadus Incarnate Forme,Flying,79,115,70,111,339,2
Diggersby,Normal,85,56,77,78,296,Tornadus Therian Forme,Flying,79,100,80,121,324,2
Fletchling,Normal,45,50,43,62,200,Corviknight,Flying,98,87,105,67,332,2
Fletchinder,Fire,62,73,55,84,274,Corvisquire,Flying,68,67,55,77,194,1
Talonflame,Fire,78,81,71,126,356,Cramorant,Flying,70,85,55,85,254.5,1
Scatterbug,Bug,38,35,40,35,148,Noibat,Flying,40,30,35,55,142.5,1
Spewpa,Bug,45,22,60,29,156,Noivern,Flying,85,70,80,123,347,2
Vivillon,Bug,80,52,50,89,271,Rookidee,Flying,38,47,35,57,151,1
Litleo,Fire,62,50,58,72,242,Tornadus Incarnate Forme,Flying,79,115,70,111,325,2
Pyroar,Fire,86,68,72,106,332,Tornadus Therian Forme,Flying,79,100,80,121,312,1
Flab̩b̩,Fairy,44,38,39,42,163,Corviknight,Flying,98,87,105,67,338,2
Floette,Fairy,54,45,47,52,198,Corvisquire,Flying,68,67,55,77,222,2
Florges,Fairy,78,65,68,75,286,Cramorant,Flying,70,85,55,85,230,1
Skiddo,Grass,66,65,48,52,231,Noibat,Flying,40,30,35,55,143.75,1
Gogoat,Grass,123,100,62,68,353,Noivern,Flying,85,70,80,123,333,1
Pancham,Fighting,67,82,62,43,254,Rookidee,Flying,38,47,35,57,95,1
Pangoro,Fighting,95,124,78,58,355,Tornadus Incarnate Forme,Flying,79,115,70,111,251,1
Furfrou,Normal,75,80,60,102,317,Tornadus Therian Forme,Flying,79,100,80,121,300,1
Espurr,Psychic,62,48,54,68,232,Corviknight,Flying,98,87,105,67,333,2
Meowstic Male,Psychic,74,48,76,104,302,Corvisquire,Flying,68,67,55,77,219,1
Meowstic Female,Psychic,74,48,76,104,302,Cramorant,Flying,70,85,55,85,247,1
Honedge,Steel,45,80,100,28,253,Noibat,Flying,40,30,35,55,80,1
Doublade,Steel,59,110,150,35,354,Noivern,Flying,85,70,80,123,248,1
Aegislash Blade Forme,Steel,60,150,50,60,320,Rookidee,Flying,38,47,35,57,27,1
Aegislash Shield Forme,Steel,60,50,150,60,320,Tornadus Incarnate Forme,Flying,79,115,70,111,325,2
Spritzee,Fairy,78,52,60,23,213,Tornadus Therian Forme,Flying,79,100,80,121,328,2
Aromatisse,Fairy,101,72,72,29,274,Corviknight,Flying,98,87,105,67,321,2
Swirlix,Fairy,62,48,66,49,225,Corvisquire,Flying,68,67,55,77,219,1
Slurpuff,Fairy,82,80,86,72,320,Cramorant,Flying,70,85,55,85,215,1
Inkay,Dark,53,54,53,45,205,Noibat,Flying,40,30,35,55,106,1
Malamar,Dark,86,92,88,73,339,Noivern,Flying,85,70,80,123,266,1
Binacle,Rock,42,52,67,50,211,Rookidee,Flying,38,47,35,57,73,1
Barbaracle,Rock,72,105,115,68,360,Tornadus Incarnate Forme,Flying,79,115,70,111,165,1
Skrelp,Poison,50,60,60,30,200,Tornadus Therian Forme,Flying,79,100,80,121,320,2
Dragalge,Poison,65,75,90,44,274,Corviknight,Flying,98,87,105,67,357,2
Clauncher,Water,50,53,62,44,209,Corvisquire,Flying,68,67,55,77,214,2
Clawitzer,Water,71,73,88,59,291,Cramorant,Flying,70,85,55,85,258.5,1
Helioptile,Electric,44,38,33,70,185,Noibat,Flying,40,30,35,55,122,1
Heliolisk,Electric,62,55,52,109,278,Noivern,Flying,85,70,80,123,303,2
Tyrunt,Rock,58,89,77,48,272,Rookidee,Flying,38,47,35,57,-1,1
Tyrantrum,Rock,82,121,119,71,393,Tornadus Incarnate Forme,Flying,79,115,70,111,133,1
Amaura,Rock,77,59,50,46,232,Tornadus Therian Forme,Flying,79,100,80,121,262,2
Aurorus,Rock,123,77,72,58,330,Corviknight,Flying,98,87,105,67,280,1
Sylveon,Fairy,95,65,65,60,285,Corvisquire,Flying,68,67,55,77,202,1
Hawlucha,Fighting,78,92,75,118,363,Cramorant,Flying,70,85,55,85,203,1
Dedenne,Electric,67,58,57,101,283,Noibat,Flying,40,30,35,55,102,1
Carbink,Rock,50,50,150,50,300,Noivern,Flying,85,70,80,123,258,1
Goomy,Dragon,45,50,35,40,170,Rookidee,Flying,38,47,35,57,127,1
Sliggoo,Dragon,68,75,53,60,256,Tornadus Incarnate Forme,Flying,79,115,70,111,300,2
Goodra,Dragon,90,100,70,80,340,Tornadus Therian Forme,Flying,79,100,80,121,280,1
Klefki,Steel,57,80,91,75,303,Corviknight,Flying,98,87,105,67,317,2
Phantump,Ghost,43,70,48,38,199,Corvisquire,Flying,68,67,55,77,197,1
Trevenant,Ghost,85,110,76,56,327,Cramorant,Flying,70,85,55,85,185,1
Pumpkaboo Average Size,Ghost,49,66,70,51,236,Noibat,Flying,40,30,35,55,94,1
Pumpkaboo Small Size,Ghost,44,66,70,56,236,Noivern,Flying,85,70,80,123,292,2
Pumpkaboo Large Size,Ghost,54,66,70,46,236,Rookidee,Flying,38,47,35,57,111,1
Pumpkaboo Super Size,Ghost,59,66,70,41,236,Tornadus Incarnate Forme,Flying,79,115,70,111,309,2
Gourgeist Average Size,Ghost,65,90,122,84,361,Tornadus Therian Forme,Flying,79,100,80,121,290,1
Gourgeist Small Size,Ghost,55,85,122,99,361,Corviknight,Flying,98,87,105,67,272,1
Gourgeist Large Size,Ghost,75,95,122,69,361,Corvisquire,Flying,68,67,55,77,172,1
Gourgeist Super Size,Ghost,85,100,122,54,361,Cramorant,Flying,70,85,55,85,195,1
Bergmite,Ice,55,69,85,28,237,Noibat,Flying,40,30,35,55,-116,1
Avalugg,Ice,95,117,184,28,424,Noivern,Flying,85,70,80,123,-110,1
Noibat,Flying,40,30,35,55,160,Rookidee,Flying,38,47,35,57,147,1
Noivern,Flying,85,70,80,123,358,Tornadus Incarnate Forme,Flying,79,115,70,111,305,1
Xerneas,Fairy,126,131,95,99,451,Tornadus Therian Forme,Flying,79,100,80,121,249,1
Yveltal,Dark,126,131,95,99,451,Corviknight,Flying,98,87,105,67,226,1
Zygarde 50% Forme,Dragon,108,100,121,95,424,Corvisquire,Flying,68,67,55,77,167,1
Zygarde 10% Forme,Dragon,54,100,71,115,340,Cramorant,Flying,70,85,55,85,195,1
Zygarde Complete Forme,Dragon,216,100,121,85,522,Noibat,Flying,40,30,35,55,-40,1
Diancie,Rock,50,100,150,50,350,Noivern,Flying,85,70,80,123,158,1
Mega Diancie,Rock,50,160,110,110,430,Rookidee,Flying,38,47,35,57,-143,1
Hoopa Hoopa Confined,Psychic,80,110,60,70,320,Tornadus Incarnate Forme,Flying,79,115,70,111,265,1
Hoopa Hoopa Unbound,Psychic,80,160,60,80,380,Tornadus Therian Forme,Flying,79,100,80,121,220,1
Volcanion,Fire,80,110,120,70,380,Corviknight,Flying,98,87,105,67,137,1
Rowlet,Grass,68,55,55,42,220,Corvisquire,Flying,68,67,55,77,239.5,2
Dartrix,Grass,78,75,75,52,280,Cramorant,Flying,70,85,55,85,220,1
Decidueye,Grass,78,107,75,70,330,Noibat,Flying,40,30,35,55,133.25,1
Litten,Fire,45,65,40,70,220,Noivern,Flying,85,70,80,123,325.5,2
Torracat,Fire,65,85,50,90,290,Rookidee,Flying,38,47,35,57,92,1
Incineroar,Fire,95,115,90,60,360,Tornadus Incarnate Forme,Flying,79,115,70,111,260,1
Popplio,Water,50,54,54,40,198,Tornadus Therian Forme,Flying,79,100,80,121,326,2
Brionne,Water,60,69,69,50,248,Corviknight,Flying,98,87,105,67,288,2
Primarina,Water,80,74,74,60,288,Corvisquire,Flying,68,67,55,77,193,1
Pikipek,Normal,35,75,30,65,205,Cramorant,Flying,70,85,55,85,220,2
Trumbeak,Normal,55,85,50,75,265,Noibat,Flying,40,30,35,55,75,1
Toucannon,Normal,80,120,75,60,335,Noivern,Flying,85,70,80,123,238,1
Yungoos,Normal,48,70,30,45,193,Rookidee,Flying,38,47,35,57,107,1
Gumshoos,Normal,88,110,60,45,303,Tornadus Incarnate Forme,Flying,79,115,70,111,265,1
Grubbin,Bug,47,62,45,46,200,Tornadus Therian Forme,Flying,79,100,80,121,349,2
Charjabug,Bug,57,82,95,36,270,Corviknight,Flying,98,87,105,67,336.5,2
Vikavolt,Bug,77,70,90,43,280,Corvisquire,Flying,68,67,55,77,232,1
Crabrawler,Fighting,47,82,57,63,249,Cramorant,Flying,70,85,55,85,213,1
Crabominable,Fighting,97,132,77,43,349,Noibat,Flying,40,30,35,55,-104,1
Oricorio Baile Style,Fire,75,70,70,93,308,Noivern,Flying,85,70,80,123,323,2
Oricorio Pom-Pom Style,Electric,75,70,70,93,308,Rookidee,Flying,38,47,35,57,37,1
Oricorio Pa'u Style,Psychic,75,70,70,93,308,Tornadus Incarnate Forme,Flying,79,115,70,111,305,1
Oricorio Sensu Style,Ghost,75,70,70,93,308,Tornadus Therian Forme,Flying,79,100,80,121,310,2
Cutiefly,Bug,40,45,40,84,209,Corviknight,Flying,98,87,105,67,345.75,2
Ribombee,Bug,60,55,60,124,299,Corvisquire,Flying,68,67,55,77,239.5,1
Rockruff,Rock,45,65,40,60,210,Cramorant,Flying,70,85,55,85,165,1
Own Tempo Rockruff,Rock,45,65,40,60,210,Noibat,Flying,40,30,35,55,30,1
Lycanroc Midday Form,Rock,75,115,65,112,367,Noivern,Flying,85,70,80,123,128,1
Lycanroc Midnight Form,Rock,85,115,75,82,357,Rookidee,Flying,38,47,35,57,-53,1
Lycanroc Dusk Form,Rock,75,117,65,110,367,Tornadus Incarnate Forme,Flying,79,115,70,111,141,1
Wishiwashi Solo Form,Water,45,20,20,40,125,Tornadus Therian Forme,Flying,79,100,80,121,360,2
Wishiwashi School Form,Water,45,140,130,30,345,Corviknight,Flying,98,87,105,67,217,1
Mareanie,Poison,50,53,62,45,210,Corvisquire,Flying,68,67,55,77,214,2
Toxapex,Poison,50,63,152,35,300,Cramorant,Flying,70,85,55,85,232,1
Mudbray,Ground,70,100,70,45,285,Noibat,Flying,40,30,35,55,160,1
Mudsdale,Ground,100,125,100,35,360,Noivern,Flying,85,70,80,123,358,1
Dewpider,Water,38,40,52,27,157,Rookidee,Flying,38,47,35,57,137,1
Araquanid,Water,68,70,92,42,272,Tornadus Incarnate Forme,Flying,79,115,70,111,305,2
Fomantis,Grass,40,55,35,35,165,Tornadus Therian Forme,Flying,79,100,80,121,352.5,2
Lurantis,Grass,70,105,90,45,310,Corviknight,Flying,98,87,105,67,330.75,2
Morelull,Grass,40,35,55,15,145,Corvisquire,Flying,68,67,55,77,249.5,2
Shiinotic,Grass,60,45,80,30,215,Cramorant,Flying,70,85,55,85,250,2
Salandit,Poison,48,44,40,77,209,Noibat,Flying,40,30,35,55,116,1
Salazzle,Poison,68,64,60,117,309,Noivern,Flying,85,70,80,123,294,1
Stufful,Normal,70,75,50,50,245,Rookidee,Flying,38,47,35,57,102,1
Bewear,Normal,120,125,80,60,385,Tornadus Incarnate Forme,Flying,79,115,70,111,250,1
Bounsweet,Grass,42,30,38,32,142,Tornadus Therian Forme,Flying,79,100,80,121,365,2
Steenee,Grass,52,40,48,62,202,Corviknight,Flying,98,87,105,67,347,2
Tsareena,Grass,72,120,98,72,362,Corvisquire,Flying,68,67,55,77,207,1
Comfey,Fairy,51,52,90,100,293,Cramorant,Flying,70,85,55,85,243,1
Oranguru,Normal,90,60,80,60,290,Noibat,Flying,40,30,35,55,100,1
Passimian,Fighting,100,120,90,80,390,Noivern,Flying,85,70,80,123,118,1
Wimpod,Bug,25,35,40,80,180,Rookidee,Flying,38,47,35,57,159.5,1
Golisopod,Bug,75,125,140,40,380,Tornadus Incarnate Forme,Flying,79,115,70,111,312.5,1
Sandygast,Ghost,55,55,80,15,205,Tornadus Therian Forme,Flying,79,100,80,121,325,2
Palossand,Ghost,85,75,110,35,305,Corviknight,Flying,98,87,105,67,282,1
Pyukumuku,Water,55,60,130,5,250,Corvisquire,Flying,68,67,55,77,207,1
Type: Null,Normal,95,95,95,59,344,Cramorant,Flying,70,85,55,85,200,1
Silvally,Normal,95,95,95,95,380,Noibat,Flying,40,30,35,55,65,1
Minior Meteor Form,Rock,60,60,100,60,280,Noivern,Flying,85,70,80,123,238,1
Minior Core Form,Rock,60,100,60,120,340,Rookidee,Flying,38,47,35,57,-23,1
Komala,Normal,65,115,65,65,310,Tornadus Incarnate Forme,Flying,79,115,70,111,260,1
Turtonator,Fire,60,78,135,36,309,Tornadus Therian Forme,Flying,79,100,80,121,302,1
Togedemaru,Electric,65,98,63,96,322,Corviknight,Flying,98,87,105,67,161,1
Mimikyu,Ghost,55,90,80,96,321,Corvisquire,Flying,68,67,55,77,177,1
Bruxish,Water,68,105,70,92,335,Cramorant,Flying,70,85,55,85,242.5,1
Drampa,Normal,78,60,85,36,259,Noibat,Flying,40,30,35,55,100,1
Dhelmise,Ghost,70,131,100,40,341,Noivern,Flying,85,70,80,123,227,1
Jangmo-o,Dragon,45,55,65,45,210,Rookidee,Flying,38,47,35,57,122,1
Hakamo-o,Dragon,55,75,90,65,285,Tornadus Incarnate Forme,Flying,79,115,70,111,300,2
Kommo-o,Dragon,75,110,125,85,395,Tornadus Therian Forme,Flying,79,100,80,121,270,1
Tapu Koko,Electric,70,115,85,130,400,Corviknight,Flying,98,87,105,67,127,1
Tapu Lele,Psychic,70,85,75,95,325,Corvisquire,Flying,68,67,55,77,182,1
Tapu Bulu,Grass,70,130,115,75,390,Cramorant,Flying,70,85,55,85,165,1
Tapu Fini,Water,70,75,115,85,345,Noibat,Flying,40,30,35,55,122.5,1
Cosmog,Psychic,43,29,31,37,140,Noivern,Flying,85,70,80,123,329,2
Cosmoem,Psychic,43,29,131,37,240,Rookidee,Flying,38,47,35,57,148,1
Solgaleo,Psychic,137,137,107,97,478,Tornadus Incarnate Forme,Flying,79,115,70,111,238,1
Lunala,Psychic,137,113,89,97,436,Tornadus Therian Forme,Flying,79,100,80,121,267,1
Nihilego,Rock,109,53,47,103,312,Corviknight,Flying,98,87,105,67,304,1
Buzzwole,Bug,107,139,139,79,464,Corvisquire,Flying,68,67,55,77,197.5,1
Pheromosa,Bug,71,137,37,151,396,Cramorant,Flying,70,85,55,85,226.5,1
Xurkitree,Electric,83,89,71,83,326,Noibat,Flying,40,30,35,55,71,1
Celesteela,Steel,97,101,103,61,362,Noivern,Flying,85,70,80,123,257,1
Kartana,Grass,59,181,131,109,480,Rookidee,Flying,38,47,35,57,86.5,1
Guzzlord,Dark,223,101,53,43,420,Tornadus Incarnate Forme,Flying,79,115,70,111,274,1
Necrozma,Psychic,97,107,101,79,384,Tornadus Therian Forme,Flying,79,100,80,121,273,1
Dusk Mane Necrozma,Psychic,97,157,127,77,458,Corviknight,Flying,98,87,105,67,278.5,1
Dawn Wings Necrozma,Psychic,97,113,109,77,396,Corvisquire,Flying,68,67,55,77,154,1
Ultra Necrozma,Psychic,97,167,97,129,490,Cramorant,Flying,70,85,55,85,128,1
Magearna,Steel,80,95,115,65,355,Noibat,Flying,40,30,35,55,65,1
Marshadow,Fighting,90,125,80,125,420,Noivern,Flying,85,70,80,123,108,1
Poipole,Poison,67,73,67,73,280,Rookidee,Flying,38,47,35,57,104,1
Naganadel,Poison,73,73,73,121,340,Tornadus Incarnate Forme,Flying,79,115,70,111,302,1
Stakataka,Rock,61,131,211,13,416,Tornadus Therian Forme,Flying,79,100,80,121,118,1
Blacephalon,Fire,53,127,53,107,340,Corviknight,Flying,98,87,105,67,103,1
Zeraora,Electric,88,112,75,143,418,Corvisquire,Flying,68,67,55,77,43,1
Meltan,Steel,46,65,65,34,210,Cramorant,Flying,70,85,55,85,262.5,2
Melmetal,Steel,135,143,143,34,455,Noibat,Flying,40,30,35,55,17,1
Grookey,Grass,50,65,50,65,230,Noivern,Flying,85,70,80,123,341.75,2
Thwackey,Grass,70,85,70,80,305,Rookidee,Flying,38,47,35,57,134.5,1
Rillaboom,Grass,100,125,90,85,400,Tornadus Incarnate Forme,Flying,79,115,70,111,312.5,1
Scorbunny,Fire,50,71,40,69,230,Tornadus Therian Forme,Flying,79,100,80,121,309,2
Raboot,Fire,65,86,60,94,305,Corviknight,Flying,98,87,105,67,185,1
Cinderace,Fire,80,116,75,119,390,Corvisquire,Flying,68,67,55,77,151,1
Sobble,Water,50,40,40,70,200,Cramorant,Flying,70,85,55,85,275,2
Drizzile,Water,65,60,55,90,270,Noibat,Flying,40,30,35,55,130,1
Inteleon,Water,70,85,65,120,340,Noivern,Flying,85,70,80,123,315.5,1
Skwovet,Normal,70,55,55,25,205,Rookidee,Flying,38,47,35,57,122,1
Greedent,Normal,120,95,95,20,330,Tornadus Incarnate Forme,Flying,79,115,70,111,280,1
Rookidee,Flying,38,47,35,57,177,Tornadus Therian Forme,Flying,79,100,80,121,333,2
Corvisquire,Flying,68,67,55,77,267,Corviknight,Flying,98,87,105,67,323.5,2
Corviknight,Flying,98,87,105,67,357,Corvisquire,Flying,68,67,55,77,180,1
Blipbug,Bug,25,20,20,45,110,Cramorant,Flying,70,85,55,85,285,2
Dottler,Bug,50,35,80,30,195,Noibat,Flying,40,30,35,55,142.5,1
Orbeetle,Bug,60,45,110,90,305,Noivern,Flying,85,70,80,123,335.5,2
Nickit,Dark,40,28,28,50,146,Rookidee,Flying,38,47,35,57,149,2
Thievul,Dark,70,58,58,90,276,Tornadus Incarnate Forme,Flying,79,115,70,111,317,2
Gossifleur,Grass,40,40,60,10,150,Tornadus Therian Forme,Flying,79,100,80,121,360,2
Eldegoss,Grass,60,50,90,60,260,Corviknight,Flying,98,87,105,67,344.5,2
Wooloo,Normal,42,40,55,48,185,Corvisquire,Flying,68,67,55,77,227,2
Dubwool,Normal,72,80,100,88,340,Cramorant,Flying,70,85,55,85,215,1
Chewtle,Water,50,64,50,44,208,Noibat,Flying,40,30,35,55,128,1
Drednaw,Water,90,115,90,74,369,Noivern,Flying,85,70,80,123,300.5,1
Yamper,Electric,59,45,50,26,180,Rookidee,Flying,38,47,35,57,87,1
Boltund,Electric,69,90,60,121,340,Tornadus Incarnate Forme,Flying,79,115,70,111,195,1
Rolycoly,Rock,30,40,50,30,150,Tornadus Therian Forme,Flying,79,100,80,121,300,2
Carkol,Rock,80,60,90,50,280,Corviknight,Flying,98,87,105,67,297,2
Coalossal,Rock,110,80,120,30,340,Corvisquire,Flying,68,67,55,77,107,1
Applin,Grass,40,40,80,20,180,Cramorant,Flying,70,85,55,85,255,2
Flapple,Grass,70,110,80,70,330,Noibat,Flying,40,30,35,55,132.5,1
Appletun,Grass,110,85,80,30,305,Noivern,Flying,85,70,80,123,336.75,2
Silicobra,Ground,52,57,75,46,230,Rookidee,Flying,38,47,35,57,177,1
Sandaconda,Ground,72,107,125,71,375,Tornadus Incarnate Forme,Flying,79,115,70,111,375,2
Cramorant,Flying,70,85,55,85,295,Tornadus Therian Forme,Flying,79,100,80,121,295,2
Arrokuda,Water,41,63,40,66,210,Corviknight,Flying,98,87,105,67,294,2
Barraskewda,Water,61,123,60,136,380,Corvisquire,Flying,68,67,55,77,144,1
Toxel,Electric,40,38,35,40,153,Cramorant,Flying,70,85,55,85,143,1
Toxtricity Low Key Form,Electric,75,98,70,75,318,Noibat,Flying,40,30,35,55,62,1
Toxtricity Amped Form,Electric,75,98,70,75,318,Noivern,Flying,85,70,80,123,260,1
Sizzlipede,Fire,50,65,45,45,205,Rookidee,Flying,38,47,35,57,112,1
Centiskorch,Fire,100,115,65,65,345,Tornadus Incarnate Forme,Flying,79,115,70,111,260,1
Clobbopus,Fighting,50,68,60,32,210,Tornadus Therian Forme,Flying,79,100,80,121,312,2
Grapploct,Fighting,80,118,90,42,330,Corviknight,Flying,98,87,105,67,298,1
Sinistea,Ghost,40,45,45,50,180,Corvisquire,Flying,68,67,55,77,222,2
Polteageist,Ghost,60,65,65,70,260,Cramorant,Flying,70,85,55,85,230,1
Hatenna,Psychic,42,30,45,39,156,Noibat,Flying,40,30,35,55,130,1
Hattrem,Psychic,57,40,65,49,211,Noivern,Flying,85,70,80,123,318,2
Hatterene,Psychic,57,90,95,29,271,Rookidee,Flying,38,47,35,57,87,1
Impidimp,Dark,45,45,30,50,170,Tornadus Incarnate Forme,Flying,79,115,70,111,330,2
Morgrem,Dark,65,60,45,70,240,Tornadus Therian Forme,Flying,79,100,80,121,320,2
Grimmsnarl,Dark,95,120,65,60,340,Corviknight,Flying,98,87,105,67,237,1
Obstagoon,Dark,93,90,101,95,379,Corvisquire,Flying,68,67,55,77,177,1
Perrserker,Steel,70,110,100,50,330,Cramorant,Flying,70,85,55,85,240,1
Cursola,Ghost,60,95,50,30,235,Noibat,Flying,40,30,35,55,65,1
Sirfetch'd,Fighting,62,135,95,65,357,Noivern,Flying,85,70,80,123,88,1
Mr. Rime,Psychic,80,85,75,70,310,Rookidee,Flying,38,47,35,57,92,1
Runerigus,Ground,58,95,145,30,328,Tornadus Incarnate Forme,Flying,79,115,70,111,375,2
Milcery,Fairy,45,40,40,34,159,Tornadus Therian Forme,Flying,79,100,80,121,340,2
Alcremie,Fairy,65,60,75,64,264,Corviknight,Flying,98,87,105,67,327,2
Falinks,Fighting,65,100,100,75,340,Corvisquire,Flying,68,67,55,77,167,1
Pincurchin,Electric,48,101,95,15,259,Cramorant,Flying,70,85,55,85,-109,1
Snom,Ice,30,25,35,20,110,Noibat,Flying,40,30,35,55,60,1
Frosmoth,Ice,70,65,60,65,260,Noivern,Flying,85,70,80,123,98,1
Stonjourner,Rock,100,125,135,70,430,Rookidee,Flying,38,47,35,57,-73,1
Eiscue Ice Face,Ice,75,80,110,50,315,Tornadus Incarnate Forme,Flying,79,115,70,111,215,1
Eiscue Noice Face,Ice,75,80,70,130,355,Tornadus Therian Forme,Flying,79,100,80,121,220,1
Indeedee Male,Psychic,60,65,55,95,275,Corviknight,Flying,98,87,105,67,324.5,2
Indeedee Female,Psychic,70,55,65,85,275,Corvisquire,Flying,68,67,55,77,212,1
Morpeko Full Belly Mode,Electric,58,95,58,97,308,Cramorant,Flying,70,85,55,85,-85,1
Morpeko Hangry Mode,Electric,58,95,58,97,308,Noibat,Flying,40,30,35,55,65,1
Cufant,Steel,72,80,49,40,241,Noivern,Flying,85,70,80,123,278,2
Copperajah,Steel,122,130,69,30,351,Rookidee,Flying,38,47,35,57,47,1
Dracozolt,Electric,90,100,90,75,355,Tornadus Incarnate Forme,Flying,79,115,70,111,175,1
Arctozolt,Electric,90,100,90,55,335,Tornadus Therian Forme,Flying,79,100,80,121,180,1
Dracovish,Water,90,90,100,75,355,Corviknight,Flying,98,87,105,67,267,1
Arctovish,Water,90,90,100,55,335,Corvisquire,Flying,68,67,55,77,177,1
Duraludon,Steel,70,95,115,85,365,Cramorant,Flying,70,85,55,85,247.5,1
Dreepy,Dragon,28,60,30,82,200,Noibat,Flying,40,30,35,55,40,1
Drakloak,Dragon,68,80,50,102,300,Noivern,Flying,85,70,80,123,198,1
Dragapult,Dragon,88,120,75,142,425,Rookidee,Flying,38,47,35,57,57,1
Zacian Crowned Sword,Fairy,92,170,115,148,525,Tornadus Incarnate Forme,Flying,79,115,70,111,205,1
Zacian Hero of Many Battles,Fairy,92,130,115,138,475,Tornadus Therian Forme,Flying,79,100,80,121,250,1
Zamazenta Crowned Shield,Fighting,92,130,145,128,495,Corviknight,Flying,98,87,105,67,292,1
Zamazenta Hero of Many Battles,Fighting,92,130,115,138,475,Corvisquire,Flying,68,67,55,77,137,1
Eternatus,Poison,140,85,95,130,450,Cramorant,Flying,70,85,55,85,210,1
Eternatus Eternamax,Poison,255,115,250,130,750,Noibat,Flying,40,30,35,55,45,1
Bulbasaur,Grass,45,49,49,45,188,Banette,Ghost,64,115,65,65,260,2
Ivysaur,Grass,60,62,63,60,245,Chandelure,Ghost,60,55,90,80,254,2
Venusaur,Grass,80,82,83,80,325,Cofagrigus,Ghost,58,50,145,30,201,1
Mega Venusaur,Grass,80,100,123,80,383,Cursola,Ghost,60,95,50,30,135,1
Charmander,Fire,39,52,43,65,199,Dhelmise,Ghost,70,131,100,40,237,2
Charmeleon,Fire,58,64,58,80,260,Drifblim,Ghost,150,80,44,80,290,2
Charizard,Fire,78,84,78,100,340,Drifloon,Ghost,90,50,34,70,160,1
Mega Charizard X,Fire,78,130,111,100,419,Dusclops,Ghost,40,70,130,25,135,1
Mega Charizard Y,Fire,78,104,78,100,360,Dusknoir,Ghost,45,100,135,45,221,1
Squirtle,Water,44,48,65,43,200,Duskull,Ghost,20,40,90,25,127,1
Wartortle,Water,59,63,80,58,260,Galarian Corsola,Ghost,60,55,100,30,182,1
